année,ordre,nb,prénom,sexe
1998,45,32,Mathieu,male
1998,43,34,Adrien,male
1998,41,35,Simon,male
1998,36,39,Océane,female
1998,34,40,Charlotte,female
1998,83,19,Jules,male
1998,77,21,Elodie,female
1998,71,22,David,male
1998,31,42,Juliette,female
1998,61,26,Lisa,female
1998,51,31,Vincent,male
1998,49,31,Léo,male
1998,46,31,Clara,female
1998,44,32,Axel,male
1998,40,37,Victor,male
1998,39,38,Pauline,female
1998,38,38,Arthur,male
1998,37,38,Anaïs,female
1998,33,40,Baptiste,male
1998,25,51,Paul,male
1998,65,25,Morgane,female
1998,24,52,Julien,male
1998,23,52,Dylan,male
1998,22,53,Romain,male
1998,20,54,Julie,female
1998,19,54,Chloé,female
1998,14,59,Marie,female
1998,11,65,Manon,female
1998,8,67,Hugo,male
1998,5,82,Maxime,male
1998,68,23,Amandine,female
1998,63,25,Jérémy,male
1998,1,107,Thomas,male
1998,69,22,Claire,female
1998,35,40,Marine,female
1998,73,22,Rémy,male
1998,66,25,Tom,male
1998,64,25,Jordan,male
1998,62,25,Elisa,female
1998,58,28,Thibault,male
1998,54,30,Rémi,male
1998,53,30,Inès,female
1998,48,31,Enzo,male
1998,47,31,Emilie,female
1998,42,35,Valentin,male
1998,67,24,Alice,female
1998,10,65,Antoine,male
1998,89,17,Bastien,male
1998,9,66,Clément,male
1998,78,21,Margot,female
1998,84,18,Alexandra,female
1998,87,18,Jean,male
1998,75,21,Amélie,female
1998,91,17,Kenza,female
1998,93,17,Thibaut,male
1998,98,16,Samuel,male
1998,4,85,Emma,female
1997,54,25,Jérémy,male
1997,20,51,Pauline,female
1997,46,31,Kevin,male
1997,40,34,Anaïs,female
1997,37,35,Arthur,male
1997,36,36,Juliette,female
1997,32,38,Louis,male
1997,27,40,Guillaume,male
1997,23,45,Laura,female
1997,21,47,Mathilde,female
1997,47,30,Corentin,male
1997,6,72,Lucas,male
1997,18,54,Julien,male
1997,15,56,Antoine,male
1997,14,57,Marine,female
1997,9,64,Dylan,male
1997,5,72,Camille,female
1997,3,79,Alexandre,male
1997,1,99,Thomas,male
1997,93,17,Thibault,male
1997,90,18,Victoria,female
1997,59,23,Eva,female
1997,85,18,Alexandra,female
1997,57,24,Nathan,male
1997,77,20,Tom,male
1997,61,23,Matthieu,male
1997,63,22,Damien,male
1997,82,19,Jeanne,female
1997,100,15,Alison,female
1997,99,16,Sophie,female
1997,98,16,Raphaël,male
1997,97,16,Jules,male
1997,96,16,Elodie,female
1997,95,16,Dorian,male
1997,92,17,Lisa,female
1997,91,17,Fanny,female
1997,88,18,Noémie,female
1997,86,18,Célia,female
1997,78,19,Alice,female
1997,76,20,Kévin,male
1997,75,20,Enzo,male
1997,74,20,Agathe,female
1997,73,21,Marina,female
1997,68,22,Valentine,female
1997,67,22,Margot,female
1997,66,22,Margaux,female
1997,65,22,Maëva,female
1997,64,22,Elisa,female
1997,83,19,Mélissa,female
1997,81,19,Claire,female
1997,72,21,Jonathan,male
1997,33,38,Marion,female
1997,80,19,Aurélien,male
1997,62,22,Audrey,female
1997,60,23,Lucie,female
1997,56,24,Morgane,female
1997,53,25,Bastien,male
1997,51,26,Justine,female
1997,48,30,Mathieu,male
1997,45,31,Emma,female
1997,44,31,Axel,male
1997,34,38,Valentin,male
1997,29,39,Benjamin,male
1997,94,16,Charles,male
1997,24,44,Adrien,male
1997,22,46,Sarah,female
1997,13,58,Chloé,female
1997,12,60,Hugo,male
1997,11,62,Pierre,male
1997,7,71,Marie,female
1997,4,73,Maxime,male
1997,89,18,Romane,female
1997,87,18,Inès,female
1997,79,19,Amélie,female
1997,84,19,Simon,male
1997,38,35,Clara,female
1997,2,88,Léa,female
1997,39,35,Paul,male
1997,8,71,Quentin,male
1997,70,21,Carla,female
1997,69,21,Amandine,female
1997,58,23,Emilie,female
1997,55,25,Léo,male
1997,52,25,Baptiste,male
1997,50,29,Océane,female
1997,49,29,Jordan,male
1997,43,33,Mélanie,female
1997,42,34,Vincent,male
1997,41,34,Victor,male
1997,71,21,Gabriel,male
1997,35,36,Alexis,male
1997,25,44,Florian,male
1997,16,55,Clément,male
1997,17,55,Julie,female
1997,19,53,Nicolas,male
1997,10,63,Manon,female
1997,26,42,Charlotte,female
1997,28,40,Romain,male
1997,30,39,Théo,male
1997,31,38,Anthony,male
1996,95,17,Thibaut,male
1996,21,52,Alexis,male
1996,18,54,Florian,male
1996,17,55,Mathilde,female
1996,16,55,Lucas,male
1996,13,58,Julien,male
1996,12,60,Pierre,male
1996,5,80,Thomas,male
1996,3,87,Maxime,male
1996,2,88,Camille,female
1996,1,94,Alexandre,male
1996,80,19,Damien,male
1996,91,17,Loïc,male
1996,86,17,Gaëtan,male
1996,85,18,David,male
1996,83,19,Noémie,female
1996,25,46,Dylan,male
1996,76,21,Mickaël,male
1996,75,21,Mélissa,female
1996,62,23,Audrey,female
1996,61,23,Arthur,male
1996,59,24,Ophélie,female
1996,58,25,Simon,male
1996,24,50,Laura,female
1996,50,27,Margaux,female
1996,30,44,Sarah,female
1996,69,22,Axel,male
1996,100,16,Melissa,female
1996,96,16,Bastien,male
1996,93,17,Matthieu,male
1996,92,17,Maëva,female
1996,89,17,Jonathan,male
1996,82,19,Margot,female
1996,79,20,Corentin,male
1996,78,20,Christopher,male
1996,72,22,Tom,male
1996,71,22,Nathan,male
1996,64,23,Claire,female
1996,32,42,Océane,female
1996,63,23,Baptiste,male
1996,60,23,Amandine,female
1996,57,25,Rémi,male
1996,56,25,Marina,female
1996,53,25,Elodie,female
1996,52,25,Clémence,female
1996,45,29,Léo,male
1996,40,35,Anaïs,female
1996,37,36,Hugo,male
1996,33,39,Chloé,female
1996,55,25,Lucie,female
1996,15,56,Romain,male
1996,49,28,Victor,male
1996,81,19,Gabriel,male
1996,35,37,Benjamin,male
1996,29,44,Anthony,male
1996,28,44,Adrien,male
1996,22,52,Clément,male
1996,7,75,Manon,female
1996,4,85,Nicolas,male
1996,98,16,François,male
1996,97,16,Charles,male
1996,94,17,Thibault,male
1996,87,17,Inès,female
1996,77,20,Alice,female
1996,39,36,Vincent,male
1996,74,21,Estelle,female
1996,73,21,Arnaud,male
1996,70,22,Caroline,female
1996,68,22,Alicia,female
1996,67,23,Raphaël,male
1996,66,23,Justine,female
1996,65,23,Emilie,female
1996,54,25,Lisa,female
1996,47,28,Louis,male
1996,48,28,Mélanie,female
1996,38,36,Valentin,male
1996,90,17,Jules,male
1996,43,30,Mathieu,male
1996,20,53,Marine,female
1996,51,26,Clara,female
1996,44,29,Emma,female
1996,42,34,Jérémy,male
1996,41,35,Morgane,female
1996,36,36,Charlotte,female
1996,34,38,Jordan,male
1996,31,43,Théo,male
1996,27,45,Marion,female
1996,26,45,Kevin,male
1996,23,51,Pauline,female
1996,46,28,Juliette,female
1996,19,53,Julie,female
1996,8,75,Marie,female
1996,14,56,Guillaume,male
1996,88,17,Jeanne,female
1996,99,16,Maeva,female
1996,6,76,Quentin,male
1996,84,18,Andréa,female
1996,9,70,Antoine,male
1996,10,67,Léa,female
1996,11,64,Paul,male
1995,6,83,Marie,female
1995,27,47,Louis,male
1995,26,48,Guillaume,male
1995,22,51,Pierre,male
1995,17,57,Léa,female
1995,16,58,Marion,female
1995,15,58,Julien,male
1995,28,45,Anaïs,female
1995,13,60,Quentin,male
1995,12,60,Paul,male
1995,10,60,Antoine,male
1995,91,16,William,male
1995,4,85,Manon,female
1995,2,93,Thomas,male
1995,99,15,Loïc,male
1995,93,15,Amélie,female
1995,84,18,Sabrina,female
1995,83,19,Marina,female
1995,82,19,Clara,female
1995,80,19,Alice,female
1995,72,21,Jennifer,female
1995,42,32,Charlotte,female
1995,34,39,Hugo,male
1995,33,40,Benjamin,male
1995,98,15,Julia,female
1995,44,31,Arthur,male
1995,52,28,Emma,female
1995,95,15,Coralie,female
1995,94,15,Andréa,female
1995,88,16,Jules,male
1995,87,16,Alicia,female
1995,68,22,Mickaël,male
1995,66,22,Lucie,female
1995,65,22,Caroline,female
1995,60,25,Clémence,female
1995,57,27,Victor,male
1995,54,27,Emilie,female
1995,50,29,Thibault,male
1995,47,29,Axel,male
1995,40,33,Margaux,female
1995,38,34,Mathieu,male
1995,100,15,Samuel,male
1995,96,15,Estelle,female
1995,81,19,Amandine,female
1995,77,20,Mélissa,female
1995,73,21,Justine,female
1995,69,22,Ophélie,female
1995,61,25,Jonathan,male
1995,55,27,Léo,male
1995,32,43,Mélanie,female
1995,79,20,Rémi,male
1995,78,20,Raphaël,male
1995,45,31,Dylan,male
1995,70,21,Bastien,male
1995,67,22,Matthieu,male
1995,64,24,Juliette,female
1995,63,24,David,male
1995,62,25,Sébastien,male
1995,53,28,Lisa,female
1995,51,28,Claire,female
1995,49,29,Simon,male
1995,48,29,Damien,male
1995,46,31,Valentin,male
1995,41,32,Adrien,male
1995,75,20,Baptiste,male
1995,39,34,Morgane,female
1995,30,44,Vincent,male
1995,29,44,Alexis,male
1995,23,50,Romain,male
1995,20,51,Anthony,male
1995,19,52,Pauline,female
1995,18,53,Laura,female
1995,11,60,Kevin,male
1995,7,70,Nicolas,male
1995,3,87,Camille,female
1995,71,21,Corentin,male
1995,76,20,Ludovic,male
1995,1,96,Alexandre,male
1995,24,49,Florian,male
1995,85,18,Tom,male
1995,74,21,Mehdi,male
1995,59,26,Océane,female
1995,58,26,Margot,female
1995,56,27,Théo,male
1995,43,32,Chloé,female
1995,36,36,Jordan,male
1995,35,37,Jérémy,male
1995,31,43,Mathilde,female
1995,25,49,Lucas,male
1995,37,35,Elodie,female
1995,21,51,Julie,female
1995,9,61,Marine,female
1995,8,62,Sarah,female
1995,86,17,Gabriel,male
1995,5,85,Maxime,male
1995,97,15,Jean,male
1995,92,15,Alexia,female
1995,90,16,Maëva,female
1995,89,16,Kelly,female
1995,14,59,Clément,male
1994,46,27,Matthieu,male
1994,38,32,Adrien,male
1994,40,31,Elodie,female
1994,42,31,Morgane,female
1994,56,24,Jonathan,male
1994,47,26,Damien,male
1994,48,26,Raphaël,male
1994,51,25,Dylan,male
1994,53,25,Rémi,male
1994,26,48,Julie,female
1994,29,41,Paul,male
1994,39,32,Chloé,female
1994,6,77,Laura,female
1994,92,16,Coralie,female
1994,90,16,Céline,female
1994,86,17,Fanny,female
1994,80,19,Charles,male
1994,76,20,Margot,female
1994,74,20,Juliette,female
1994,71,21,Simon,male
1994,64,21,Alice,female
1994,57,24,Mélissa,female
1994,65,21,Amélie,female
1994,58,23,Margaux,female
1994,95,16,Sandra,female
1994,70,21,Gabriel,male
1994,73,20,Jennifer,female
1994,25,49,Jérémy,male
1994,35,35,Baptiste,male
1994,31,40,Louis,male
1994,30,40,Alexis,male
1994,24,51,Mathilde,female
1994,19,55,Quentin,male
1994,18,55,Benjamin,male
1994,15,59,Antoine,male
1994,5,77,Camille,female
1994,2,95,Nicolas,male
1994,1,99,Thomas,male
1994,100,15,Jessica,female
1994,98,15,Christopher,male
1994,94,16,Jean-baptiste,male
1994,85,17,Aurore,female
1994,84,18,Mickaël,male
1994,83,18,Hugo,male
1994,82,18,Estelle,female
1994,79,19,Alexandra,female
1994,78,20,Théo,male
1994,77,20,Sébastien,male
1994,34,36,Jordan,male
1994,22,52,Romain,male
1994,9,71,Manon,female
1994,44,30,Thibault,male
1994,67,21,Cassandra,female
1994,66,21,Aurélie,female
1994,63,22,Lucie,female
1994,62,22,Emma,female
1994,61,22,Brandon,male
1994,60,23,Victor,male
1994,59,23,Valentin,male
1994,55,24,Claire,female
1994,50,25,Arthur,male
1994,45,27,Audrey,female
1994,41,31,Justine,female
1994,69,21,David,male
1994,32,40,Lucas,male
1994,28,44,Sarah,female
1994,27,45,Pauline,female
1994,23,51,Anaïs,female
1994,20,54,Anthony,male
1994,16,58,Marion,female
1994,12,63,Julien,male
1994,11,65,Pierre,male
1994,21,54,Florian,male
1994,4,84,Kevin,male
1994,68,21,Clémence,female
1994,49,25,Amandine,female
1994,75,20,Louise,female
1994,43,30,Mathieu,male
1994,87,17,Lisa,female
1994,13,62,Marie,female
1994,8,72,Maxime,male
1994,7,74,Léa,female
1994,3,94,Alexandre,male
1994,96,15,Alicia,female
1994,93,16,Dimitri,male
1994,81,18,Arnaud,male
1994,72,20,Corentin,male
1994,54,24,Axel,male
1994,52,25,Emilie,female
1994,14,62,Marine,female
1994,37,33,Vincent,male
1994,99,15,Eva,female
1994,89,17,Océane,female
1994,91,16,Cindy,female
1994,97,15,Caroline,female
1994,88,17,Loïc,male
1994,10,70,Guillaume,male
1994,17,56,Clément,male
1994,33,40,Mélanie,female
1994,36,34,Charlotte,female
1993,72,18,Caroline,female
1993,23,50,Manon,female
1993,22,50,Clément,male
1993,17,54,Romain,male
1993,14,56,Marion,female
1993,9,68,Marie,female
1993,6,76,Marine,female
1993,3,81,Nicolas,male
1993,85,15,Mélissa,female
1993,82,16,Kévin,male
1993,78,17,Mehdi,male
1993,46,29,Margaux,female
1993,67,20,Coralie,female
1993,64,21,Cassandra,female
1993,56,25,Morgane,female
1993,53,26,Lucie,female
1993,27,48,Léa,female
1993,44,29,Jordan,male
1993,42,30,Chloé,female
1993,40,31,Emilie,female
1993,38,33,Adrien,male
1993,28,47,Vincent,male
1993,24,49,Antoine,male
1993,25,49,Florian,male
1993,16,54,Quentin,male
1993,30,42,Mathieu,male
1993,32,40,Anais,female
1993,98,13,Benoit,male
1993,96,13,Alexia,female
1993,92,14,Lisa,female
1993,89,14,Christopher,male
1993,88,15,Steven,male
1993,87,15,Robin,male
1993,84,15,Jessica,female
1993,83,15,Céline,female
1993,81,16,Alicia,female
1993,75,17,Baptiste,male
1993,74,17,Aurélie,female
1993,73,18,Loic,male
1993,70,19,Estelle,female
1993,69,19,Alison,female
1993,68,20,Rémi,male
1993,66,21,Sophie,female
1993,65,21,Clémence,female
1993,63,22,Victor,male
1993,61,22,Fanny,female
1993,51,27,Louis,male
1993,36,35,Audrey,female
1993,18,54,Sarah,female
1993,5,79,Camille,female
1993,1,100,Thomas,male
1993,41,31,Maeva,female
1993,71,19,Sébastien,male
1993,62,22,Marina,female
1993,59,23,Valentin,male
1993,55,25,Hugo,male
1993,54,25,David,male
1993,52,26,Cindy,female
1993,50,27,Arnaud,male
1993,48,28,Damien,male
1993,47,28,Amandine,female
1993,43,29,Alice,female
1993,35,35,Alexis,male
1993,91,14,Kelly,female
1993,34,39,Paul,male
1993,33,40,Jonathan,male
1993,26,48,Jérémy,male
1993,15,54,Mathilde,female
1993,13,58,Pauline,female
1993,12,58,Benjamin,male
1993,11,59,Julien,male
1993,8,69,Maxime,male
1993,2,99,Kevin,male
1993,94,14,Margot,female
1993,86,15,Mickaël,male
1993,45,29,Justine,female
1993,93,14,Lucile,female
1993,31,42,Mélanie,female
1993,95,13,Alexandra,female
1993,80,17,Thibault,male
1993,79,17,Mickael,male
1993,77,17,Juliette,female
1993,76,17,Jean,male
1993,60,22,Claire,female
1993,58,23,Arthur,male
1993,57,23,Anaïs,female
1993,49,28,Matthieu,male
1993,39,33,Elodie,female
1993,37,34,Lucas,male
1993,90,14,Jennifer,female
1993,29,45,Charlotte,female
1993,7,72,Laura,female
1993,99,13,Cécile,female
1993,100,13,Elise,female
1993,4,79,Alexandre,male
1993,97,13,Axel,male
1993,10,67,Guillaume,male
1993,19,52,Julie,female
1993,20,51,Pierre,male
1993,21,50,Anthony,male
1992,2,85,Alexandre,male
1992,25,47,Jonathan,male
1992,22,54,Quentin,male
1992,21,55,Pierre,male
1992,20,56,Manon,female
1992,19,57,Guillaume,male
1992,18,58,Sarah,female
1992,13,64,Anthony,male
1992,10,66,Camille,female
1992,6,71,Marie,female
1992,5,73,Romain,male
1992,86,17,Aurélien,male
1992,99,15,Hélène,female
1992,93,16,Laetitia,female
1992,92,16,Fanny,female
1992,88,17,Marc,male
1992,39,35,Elodie,female
1992,84,18,Simon,male
1992,80,19,Chloé,female
1992,78,19,Baptiste,male
1992,61,24,Lucas,male
1992,53,25,Lucie,female
1992,52,26,Valentin,male
1992,35,38,Mélanie,female
1992,34,38,Damien,male
1992,40,34,Alexis,male
1992,75,20,Clémence,female
1992,100,15,Jean,male
1992,98,15,Emma,female
1992,97,15,Elise,female
1992,96,15,Bastien,male
1992,95,16,Xavier,male
1992,82,18,Axel,male
1992,81,18,Amélie,female
1992,79,19,Cécile,female
1992,77,19,Alice,female
1992,76,20,Stéphanie,female
1992,72,21,Margaux,female
1992,41,34,Mickaël,male
1992,70,22,Juliette,female
1992,69,22,Estelle,female
1992,67,22,Caroline,female
1992,64,23,Alexandra,female
1992,60,24,Jessica,female
1992,56,25,Morgane,female
1992,54,25,Marina,female
1992,47,28,Amandine,female
1992,46,30,Charlotte,female
1992,42,33,Emilie,female
1992,37,35,Aurélie,female
1992,55,25,Matthieu,male
1992,32,39,Mathieu,male
1992,44,32,Justine,female
1992,66,23,Raphaël,male
1992,63,24,Sophie,female
1992,62,24,Sébastien,male
1992,59,24,David,male
1992,57,25,Rémi,male
1992,51,26,Maeva,female
1992,50,28,Thibault,male
1992,49,28,Jennifer,female
1992,27,46,Pauline,female
1992,45,31,Arthur,male
1992,43,32,Adrien,male
1992,73,21,Mélissa,female
1992,38,35,Claire,female
1992,36,38,Paul,male
1992,33,38,Anaïs,female
1992,31,39,Audrey,female
1992,30,42,Léa,female
1992,24,49,Jérémy,male
1992,15,61,Mathilde,female
1992,14,63,Maxime,male
1992,9,67,Clément,male
1992,4,73,Julien,male
1992,68,22,Cindy,female
1992,48,28,Hugo,male
1992,83,18,Jean-baptiste,male
1992,29,43,Kévin,male
1992,85,17,Arnaud,male
1992,11,66,Julie,female
1992,7,70,Laura,female
1992,3,82,Nicolas,male
1992,91,16,Cyril,male
1992,90,16,Coralie,female
1992,74,21,Yoann,male
1992,71,21,Louis,male
1992,65,23,Jordan,male
1992,58,24,Aurore,female
1992,12,65,Kevin,male
1992,26,47,Vincent,male
1992,23,51,Antoine,male
1992,17,59,Marion,female
1992,16,60,Benjamin,male
1992,8,68,Marine,female
1992,1,93,Thomas,male
1992,94,16,Virginie,female
1992,89,16,Alexia,female
1992,87,17,Dimitri,male
1992,28,43,Florian,male
1991,12,62,Nicolas,male
1991,95,16,Célia,female
1991,66,23,Loïc,male
1991,68,22,Charles,male
1991,90,17,Melissa,female
1991,10,62,Elodie,female
1991,97,16,Florent,male
1991,100,16,Océane,female
1991,7,68,Marion,female
1991,9,65,Julien,male
1991,57,26,Alice,female
1991,59,24,Baptiste,male
1991,37,35,Lucie,female
1991,51,29,Sébastien,male
1991,47,30,Alexis,male
1991,40,33,Audrey,female
1991,39,34,Léa,female
1991,36,35,Adrien,male
1991,35,36,Mathilde,female
1991,27,46,Jennifer,female
1991,4,74,Kevin,male
1991,1,97,Thomas,male
1991,83,17,Arthur,male
1991,11,62,Maxime,male
1991,79,18,Jean-baptiste,male
1991,13,58,Clément,male
1991,64,23,Arnaud,male
1991,94,16,Cécile,female
1991,87,17,Lucas,male
1991,84,17,Axel,male
1991,99,16,Mehdi,male
1991,82,17,Angélique,female
1991,80,18,Laetitia,female
1991,77,19,Sabrina,female
1991,74,20,Rémi,male
1991,71,20,Cyril,male
1991,67,22,Aurore,female
1991,62,24,Jessica,female
1991,16,56,Pierre,male
1991,53,28,Simon,male
1991,49,29,Hugo,male
1991,45,31,Damien,male
1991,44,32,Sophie,female
1991,31,40,Aurélie,female
1991,28,45,Jonathan,male
1991,24,48,Antoine,male
1991,21,51,Pauline,female
1991,19,52,Benjamin,male
1991,18,55,Marie,female
1991,81,18,Mélissa,female
1991,2,87,Alexandre,male
1991,75,19,Céline,female
1991,43,32,Paul,male
1991,70,20,Cindy,female
1991,65,23,Clémence,female
1991,58,26,Claire,female
1991,56,27,Manon,female
1991,55,27,Aurélien,male
1991,54,28,Valentin,male
1991,52,28,Amélie,female
1991,50,29,Mélanie,female
1991,48,29,Emilie,female
1991,46,31,Margaux,female
1991,41,33,Caroline,female
1991,73,20,Morgane,female
1991,38,34,David,male
1991,33,38,Mickaël,male
1991,25,48,Romain,male
1991,22,51,Sarah,female
1991,20,51,Florian,male
1991,15,57,Jérémy,male
1991,8,65,Anthony,male
1991,6,72,Guillaume,male
1991,5,74,Marine,female
1991,3,81,Camille,female
1991,72,20,Estelle,female
1991,69,21,Bastien,male
1991,76,19,Fanny,female
1991,17,55,Laura,female
1991,78,19,Thibault,male
1991,63,24,Justine,female
1991,61,24,Coralie,female
1991,60,24,Chloé,female
1991,42,33,Mathieu,male
1991,34,36,Amandine,female
1991,30,42,Charlotte,female
1991,29,45,Vincent,male
1991,26,46,Anaïs,female
1991,23,49,Kévin,male
1991,32,40,Quentin,male
1991,14,58,Julie,female
1991,96,16,Charlène,female
1991,93,17,Victor,male
1991,85,17,Cédric,male
1991,92,17,Sylvain,male
1991,91,17,Stéphanie,female
1991,89,17,Matthieu,male
1991,88,17,Marc,male
1991,86,17,François,male
1991,98,16,Maeva,female
1990,21,54,Marine,female
1990,13,67,Jonathan,male
1990,14,67,Pierre,male
1990,19,59,Florian,male
1990,32,40,Pauline,female
1990,22,53,David,male
1990,26,45,Marie,female
1990,29,42,Antoine,male
1990,30,42,Sarah,female
1990,5,78,Kevin,male
1990,12,67,Jérémy,male
1990,83,19,François,male
1990,4,80,Camille,female
1990,2,101,Nicolas,male
1990,1,104,Thomas,male
1990,97,17,Johanna,female
1990,96,17,Baptiste,male
1990,90,18,Benoit,male
1990,89,18,Aurélien,male
1990,88,19,Vanessa,female
1990,86,19,Samantha,female
1990,85,19,Marina,female
1990,35,39,Sophie,female
1990,34,39,Mickaël,male
1990,63,23,Alice,female
1990,43,32,Adrien,male
1990,44,32,Hugo,male
1990,78,20,Mélissa,female
1990,100,17,Ludovic,male
1990,93,18,Michaël,male
1990,91,18,Christophe,male
1990,87,19,Sylvain,male
1990,84,19,Loïc,male
1990,82,19,Florent,male
1990,79,20,Paul,male
1990,74,21,Thibault,male
1990,72,21,Olivier,male
1990,71,21,Christopher,male
1990,69,22,Louis,male
1990,66,22,Angélique,female
1990,61,24,Cindy,female
1990,60,26,Sébastien,male
1990,59,26,Kévin,male
1990,56,27,Charlotte,female
1990,52,29,Matthieu,male
1990,51,29,Lucas,male
1990,46,31,Anaïs,female
1990,45,32,Margaux,female
1990,80,20,Xavier,male
1990,75,20,Arthur,male
1990,39,35,Jennifer,female
1990,38,37,Léa,female
1990,94,18,Sabrina,female
1990,92,18,Gabriel,male
1990,81,19,Fabien,male
1990,77,20,Gaëlle,female
1990,73,21,Simon,male
1990,70,22,Morgane,female
1990,65,23,Stéphanie,female
1990,53,28,Lucie,female
1990,47,30,Alexis,male
1990,41,34,Mélanie,female
1990,36,38,Audrey,female
1990,98,17,Juliette,female
1990,27,45,Mathieu,male
1990,25,45,Damien,male
1990,24,46,Aurélie,female
1990,20,56,Laura,female
1990,8,71,Romain,male
1990,3,93,Julien,male
1990,76,20,Cyril,male
1990,64,23,Estelle,female
1990,49,29,Chloé,female
1990,68,22,Laetitia,female
1990,95,18,Sandra,female
1990,42,34,Rémi,male
1990,99,17,Justine,female
1990,31,41,Vincent,male
1990,6,73,Julie,female
1990,62,23,Alexandra,female
1990,58,26,Cécile,female
1990,57,27,Clémence,female
1990,55,27,Caroline,female
1990,54,27,Aurore,female
1990,50,29,Fanny,female
1990,48,30,Claire,female
1990,40,34,Jessica,female
1990,37,38,Mathilde,female
1990,33,40,Quentin,male
1990,67,22,Arnaud,male
1990,28,42,Amandine,female
1990,15,65,Benjamin,male
1990,9,69,Anthony,male
1990,10,68,Elodie,female
1990,11,68,Guillaume,male
1990,7,72,Marion,female
1990,16,64,Alexandre,male
1990,17,62,Clément,male
1990,18,60,Maxime,male
1990,23,47,Emilie,female
1989,6,76,Anthony,male
1989,24,48,Vincent,male
1989,22,53,Mélanie,female
1989,20,58,Jonathan,male
1989,18,61,Mathieu,male
1989,17,61,Marie,female
1989,15,66,Julie,female
1989,13,66,Aurélie,female
1989,11,70,Romain,male
1989,8,75,Marion,female
1989,7,75,Kevin,male
1989,95,16,Anne-sophie,female
1989,4,81,Elodie,female
1989,99,16,Raphaël,male
1989,98,16,Loïc,male
1989,96,16,Benoît,male
1989,28,45,Emilie,female
1989,91,17,Louis,male
1989,90,17,Justine,female
1989,89,18,Dimitri,male
1989,88,18,Baptiste,male
1989,82,20,Cyril,male
1989,73,22,Jérôme,male
1989,25,47,Mickaël,male
1989,69,23,Aurore,female
1989,29,44,Pierre,male
1989,75,22,Vanessa,female
1989,100,15,Aude,female
1989,97,16,Jean,male
1989,93,17,Thibault,male
1989,87,19,Emmanuelle,female
1989,86,19,Christophe,male
1989,83,20,Fabien,male
1989,81,21,Sabrina,female
1989,78,21,Aurélien,male
1989,77,21,Arthur,male
1989,76,21,Angélique,female
1989,72,22,Fanny,female
1989,32,40,Audrey,female
1989,70,23,Léa,female
1989,66,24,Charles,male
1989,62,26,Sylvain,male
1989,54,29,Kévin,male
1989,50,30,Laetitia,female
1989,46,33,Mathilde,female
1989,45,33,Jennifer,female
1989,44,33,Amandine,female
1989,42,34,Antoine,male
1989,33,40,Florian,male
1989,71,22,Amélie,female
1989,5,80,Jérémy,male
1989,67,24,Clémence,female
1989,52,29,Arnaud,male
1989,2,92,Nicolas,male
1989,94,17,Virginie,female
1989,92,17,Marc,male
1989,85,19,Cédric,male
1989,84,20,William,male
1989,61,26,Simon,male
1989,59,26,Mélissa,female
1989,58,27,Ludovic,male
1989,57,28,Michaël,male
1989,55,28,Alexandra,female
1989,48,30,Anaïs,female
1989,36,37,Jessica,female
1989,47,31,Hugo,male
1989,41,35,Lucie,female
1989,34,39,Rémi,male
1989,30,43,Quentin,male
1989,23,49,Clément,male
1989,16,66,Laura,female
1989,14,66,Camille,female
1989,10,71,Guillaume,male
1989,9,72,Alexandre,male
1989,64,25,Claire,female
1989,26,46,Damien,male
1989,56,28,Coralie,female
1989,39,35,Caroline,female
1989,12,69,Marine,female
1989,40,35,Charlotte,female
1989,60,26,Paul,male
1989,53,29,Chloé,female
1989,38,36,Sébastien,male
1989,37,36,Adrien,male
1989,35,38,David,male
1989,31,41,Maxime,male
1989,27,46,Pauline,female
1989,21,56,Sarah,female
1989,19,59,Benjamin,male
1989,63,25,Cécile,female
1989,3,83,Thomas,male
1989,68,24,Matthieu,male
1989,1,110,Julien,male
1989,49,30,Florent,male
1989,51,30,Sophie,female
1989,65,24,Alexis,male
1989,43,34,Stéphanie,female
1989,74,22,Laure,female
1989,79,21,Cindy,female
1989,80,21,Margaux,female
1988,78,20,Mélanie,female
1988,97,17,Melissa,female
1988,96,17,Marina,female
1988,94,17,Ludovic,male
1988,91,17,Jean,male
1988,86,18,Elsa,female
1988,85,18,Anne-sophie,female
1988,99,17,Sonia,female
1988,84,19,Olivier,male
1988,81,19,Coralie,female
1988,79,19,Cécile,female
1988,63,24,Sebastien,male
1988,75,20,Anais,female
1988,74,21,Margaux,female
1988,72,21,Florent,male
1988,70,22,Xavier,male
1988,59,25,Christophe,male
1988,56,27,Sylvain,male
1988,53,28,Mathilde,female
1988,48,30,Laure,female
1988,43,34,Quentin,male
1988,42,34,Mickael,male
1988,7,85,Romain,male
1988,3,102,Elodie,female
1988,38,37,Jérémy,male
1988,9,83,Guillaume,male
1988,66,23,Dimitri,male
1988,98,17,Michael,male
1988,95,17,Maeva,female
1988,93,17,Lucile,female
1988,90,17,Charles,male
1988,89,17,Caroline,female
1988,88,18,Sébastien,male
1988,83,19,Nathalie,female
1988,80,19,Clément,male
1988,71,21,Alexandra,female
1988,69,22,Kévin,male
1988,58,26,Matthieu,male
1988,10,82,Mathieu,male
1988,57,26,Benoit,male
1988,54,28,Virginie,female
1988,51,28,Arnaud,male
1988,50,30,Sabrina,female
1988,44,33,Laetitia,female
1988,31,43,Aurélie,female
